2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09
100.7,101.2,101.7,102.2,102.4,102.6,102.9,102.9,102.6,102.5,102.6,103.4,104.3,104.7,104.6,103.4,102.9,103.3,103,102.9,103.2,103.1,103,102.4,102.6,102.4,103.2,104.3,104.7,104.4,105,105.5,105.9,106.8,107.8,108.6,109.4,108.5,111,112.4,113.9,115.5,115.6,116.1,117.2,117.9,117.5,116.6,116.6,118.4,116.1,114.7,113,111.5,110.8,110.1,
