Index,Name,Z_Classification,Subgroup_2,Subgroup_3,Subgroup_4,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,total amount
 ZB5K005," MAINZ safety glasses, clear uni", A, EYE AND FACE PROTECTION, GLASSES, MAINZ PROTECTIVE GLASSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,1681,1445,2348,1369,270,29,1398,2055,682,1509,1549,1797,1970,1221,1975,798,1767,1477,1764,931,2813,2404,2978,10925,632,340,75,48532
 ZB5K003, ALB protective goggles transparent uni, B, EYE AND FACE PROTECTION, GLASSES, ALB SAFETY GOGGLES,122,140,810,274,249,277,285,1089,180,498,615,239,250,2338,138,28,0,15,2,2188,578,815,283,5,146,1158,804,610,414,550,498,973,381,344,321,310,184,238,387,307,1188,490,985,1391,786,394,460,250,250,566,744,504,641,1393,572,672,75,30408
 ZB5K186," ALF baseball cap, black uni", B, BODY PROTECTION, CLOTHING ACCESSORIES, HAT,0,0,0,0,0,5,749,303,353,362,399,342,157,123,223,422,669,1148,743,317,537,103,0,0,273,551,976,888,2861,308,4,0,0,12,6,0,1,0,3680,861,1643,545,285,37,930,519,228,691,149,303,927,1298,2143,1047,1112,549,92,29872
 ZB5K152, DALKE half mask with FFP2 valve light gray uni (3 pcs/pack), B, RESPIRATORY PROTECTION, HALF MASKS,,315,350,879,287,461,331,655,579,484,916,556,494,2411,669,6,22,0,0,0,2053,1278,12,0,0,1,3970,3235,830,228,281,167,522,218,441,408,197,264,83,221,261,253,128,262,343,387,111,57,195,27,177,421,61,477,608,591,254,164,28601
 ZB5K007, MAINZ tinted uni safety glasses, B, EYE AND FACE PROTECTION, GLASSES, MAINZ PROTECTIVE GLASSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,1219,248,515,262,135,55,321,271,350,951,1120,2320,1817,358,596,167,364,329,70,172,1542,757,1396,6058,572,291,63,22620
 ZB5K290, ODER foam knee pads black uni (2 pcs/pack), B, LEG PROTECTION, KNEE PADS, ODER FOAM KNEE PADS,119,233,108,195,98,117,109,154,161,225,193,220,194,170,157,59,188,188,325,227,118,181,146,170,212,223,363,249,300,317,246,314,322,346,359,321,335,312,727,185,125,108,43,56,847,1225,748,472,835,572,1888,1706,2174,679,464,332,46,21506
 ZB5K188," WIPPER helmet-type cap, black uni", B, BODY PROTECTION, CLOTHING ACCESSORIES, HAT,0,0,0,0,0,1,364,351,257,633,365,584,77,501,245,150,544,414,283,241,551,170,36,51,35,193,660,362,674,876,839,337,828,576,459,30,23,13,359,597,606,794,980,215,668,373,241,43,67,384,364,769,377,421,370,532,301,20185
 ZB5K231-XL,ORLA warning vest yellow XL (54), B, BODY PROTECTION, WARNING CLOTHING, VEST,28,20,309,130,260,216,113,117,14,0,0,0,84,14,0,9,893,179,166,220,352,219,88,53,82,138,399,78,188,214,271,115,1121,413,336,138,6,1,708,659,253,1255,83,214,1463,1075,641,245,475,448,1158,355,539,1126,440,490,144,18755
 ZB5K473," ENZ knitted hat, black uni", B, BODY PROTECTION, CLOTHING ACCESSORIES, HAT,0,0,0,0,0,0,0,0,161,412,436,62,116,0,0,0,9,4,1,9,0,420,625,525,355,125,156,16,18,12,26,106,584,1107,1636,1737,392,20,27,6,6,0,0,43,1198,1378,4843,1825,32,7,15,2,7,0,0,63,153,18676
 ZB5K177, WALD hearing protectors green uni, B, HEARING PROTECTION, HEARING PROTECTORS, WALD PROTECTIVE EAR MUGS,0,400,135,105,63,160,112,136,61,347,109,168,151,85,133,61,227,161,6,78,360,688,744,248,214,552,302,517,88,577,366,297,873,118,46,2,374,428,413,254,431,500,318,695,862,670,620,129,252,5,21,43,922,751,413,776,158,17728
 ZB5K202," LANDERN insulated protective gloves, dark blue 10", D, HAND PROTECTION, GLOVES, LATEX COATED,1047,202,35,1,22,30,339,288,124,376,943,1225,15,117,269,76,9,9,47,106,223,464,331,613,1106,505,77,1,0,18,26,90,285,204,787,1221,311,26,2,28,29,7,98,68,370,578,1397,1062,166,328,142,84,42,57,19,154,1,16206
 ZB5K439-L, MURG sweatpants black L (52), A, BODY PROTECTION, CLOTHES, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,136,44,216,470,12,786,97,2,556,374,497,146,81,147,654,892,893,27,365,615,1119,356,337,222,254,73,534,1244,982,319,597,419,695,677,295,338,40,274,28,15851
 ZB5K008," TRIENT safety glasses, clear uni", B, EYE AND FACE PROTECTION, GLASSES, TRIENT PROTECTIVE GLASSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,854,487,579,290,1357,37,9,614,550,157,337,793,402,518,793,392,814,617,419,398,764,659,670,1120,940,932,85,15689
 ZB5K470, ENZ knitted hat graphite uni, C, BODY PROTECTION, CLOTHING ACCESSORIES, HAT,0,0,0,0,0,0,0,0,183,328,475,201,1,5,0,1,13,1,1,5,7,748,1424,336,7,0,0,0,1,5,0,0,786,1025,1471,1346,146,40,4,2,6,1,9,57,1622,1328,1969,1776,70,20,8,1,8,6,6,98,28,15574
 ZB5K006, MAINZ safety glasses yellow uni, B, EYE AND FACE PROTECTION, GLASSES, MAINZ PROTECTIVE GLASSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,440,281,420,219,229,94,324,213,278,342,365,820,676,487,365,500,1007,207,221,267,1013,950,1010,1436,1358,839,71,14585
 ZB5K010, LOTZEN safety glasses clear/blue uni, B, EYE AND FACE PROTECTION, GLASSES, LOTZEN PROTECTIVE GLASSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,663,304,414,207,369,168,104,594,621,365,549,676,349,557,817,907,895,255,249,329,194,126,1350,1102,983,749,218,14241
 ZB5K231-L, ORLA warning vest yellow L (52), B, BODY PROTECTION, WARNING CLOTHING, VEST,22,56,274,48,165,90,110,67,76,236,394,0,0,0,0,11,476,96,77,54,220,172,90,41,41,106,208,76,150,270,121,104,1108,171,91,380,13,421,275,949,413,14,123,12,60,1137,95,63,628,376,1196,188,400,737,393,562,87,13743
 ZB5K439-XL, MURG sweatpants black XL (54), A, BODY PROTECTION, CLOTHES, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,97,40,167,534,33,546,261,23,440,261,378,150,53,144,538,738,772,211,89,571,1011,445,266,248,239,89,450,916,713,294,418,338,453,656,256,249,20,270,25,13434
 ZB5K231-2XL,ORLA warning vest yellow 2XL (56), B, BODY PROTECTION, WARNING CLOTHING, VEST,215,37,61,95,235,143,135,118,88,392,362,26,6,16,0,56,377,161,96,74,309,193,215,26,59,55,131,54,130,42,282,565,697,651,145,290,12,0,765,457,184,794,516,0,6,1152,333,82,102,161,704,275,222,283,229,481,23,13319
 ZB5K754-9, GLAN nitrile-coated protective gloves white/gray 9, N, HAND PROTECTION, GLOVES, COATED NITRILE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7896,1919,1163,879,1049,109,13015
 ZB5K754-10, GLAN nitrile-coated protective gloves white/gray 10, N, HAND PROTECTION, GLOVES, COATED NITRILE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,9325,3051,170,181,117,0,12926
 ZB5K011, LOTZEN safety glasses clear/green uni, B, EYE AND FACE PROTECTION, GLASSES, LOTZEN PROTECTIVE GLASSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,412,238,1257,285,140,64,19,356,223,201,205,459,260,266,496,270,631,273,239,398,899,1243,893,1028,975,751,305,12912
 ZB5K264, PEENE graphite uni cape, C, BODY PROTECTION, RAINWEAR, RAIN CAP,0,0,0,0,0,76,277,228,304,355,176,12,23,64,51,13,124,287,337,92,241,434,333,61,88,19,1,282,201,174,438,1137,632,662,452,128,529,176,791,53,89,39,21,43,94,283,8,1,2,13,0,914,765,459,242,384,78,12685
 ZB5K187, EGER yellow baseball cap uni, C, BODY PROTECTION, CLOTHING ACCESSORIES, HAT,0,0,0,0,0,0,693,288,209,101,46,8,63,112,51,76,268,461,270,370,42,77,36,81,103,57,290,311,386,789,468,158,98,109,2,12,0,1,459,187,1031,799,420,302,5,9,9,0,85,137,283,412,721,862,398,387,7,12551
 ZB5K480," KLAUS baseball cap, dark gray uni", C, BODY PROTECTION, CLOTHING ACCESSORIES, HAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,468,1328,1478,578,281,111,88,89,4,35,247,241,359,81,386,880,544,158,64,43,30,41,81,256,587,1238,1583,475,226,33,12180
 ZB5K478, KLAUS baseball cap light gray uni, C, BODY PROTECTION, CLOTHING ACCESSORIES, HAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,201,1023,971,589,174,130,43,1,28,4,6,122,338,963,698,706,450,233,44,34,18,74,75,264,631,1074,1423,634,284,13,11333
 ZB5K481, GERA balaclava black uni, B, BODY PROTECTION, CLOTHING ACCESSORIES, HAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,522,440,317,460,19,19,8,60,16,5,378,496,413,983,35,6,5,11,0,0,1,23,1116,691,2336,979,145,186,123,0,4,7,44,652,28,10924
 ZB5K483, KLAUS navy blue uni baseball cap, C, BODY PROTECTION, CLOTHING ACCESSORIES, HAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,332,935,918,532,108,87,106,44,33,26,126,150,289,1569,394,710,282,223,36,26,6,87,67,142,572,901,1326,544,126,25,10859
 ZB5K439-M, MURG sweatpants black M (50), A, BODY PROTECTION, CLOTHES, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,87,32,158,220,5,498,25,12,431,236,318,36,12,142,431,515,489,36,123,530,804,333,333,145,228,84,394,954,570,319,385,294,321,455,259,232,66,267,22,10833
 ZB5K293, HOGL gel knee pads black uni (2 pcs/pack), A, LEG PROTECTION, KNEE PADS,HOGL GEL KNEE SUPPORTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,204,376,277,325,152,167,129,503,641,438,373,528,347,556,587,688,214,342,296,560,515,775,534,406,410,115,10672
 ZB5K477," ENZ knitted hat, navy blue uni", C, BODY PROTECTION, CLOTHING ACCESSORIES, HAT,0,0,0,0,0,0,0,0,76,209,294,397,75,53,4,0,4,5,35,4,51,236,419,275,202,49,9,18,0,4,6,133,314,550,1068,1267,220,118,49,14,7,8,263,42,931,757,662,716,319,15,63,4,44,8,46,132,76,10252
 ZB5K443, ELTA tool pockets black uni (2 pcs/pack), B, BODY PROTECTION, CLOTHING ACCESSORIES, POCKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,125,103,101,39,28,69,80,115,68,126,230,208,289,271,277,304,357,193,214,46,118,427,172,241,137,180,346,99,208,607,325,121,230,248,377,634,379,207,392,360,394,9477
 ZB5K009," VENEDIG safety glasses, clear uni", B, EYE AND FACE PROTECTION, GLASSES, VENDIG PROTECTIVE GLASSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,544,252,579,193,297,185,187,308,319,129,372,456,408,680,352,218,241,76,108,173,344,393,693,812,544,486,20,9462
 ZB5K410-L," VILS cotton T-shirt, graphite L (52)", B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,123,164,0,2,0,0,0,0,0,0,0,0,0,0,0,37,138,142,105,8,238,228,309,181,274,256,487,488,295,384,28,22,214,27,6,1,1,0,2,0,2,581,255,201,290,435,929,1157,744,522,185,9463
 ZB5K236, BREG neck warmer black uni, D, BODY PROTECTION, CLOTHING ACCESSORIES, CHIMNEY,0,0,0,0,0,15,29,28,105,130,62,73,40,12,59,2848,2,0,0,0,0,0,0,1142,557,584,113,74,23,22,22,14,135,363,495,459,129,187,20,12,111,5,33,61,136,693,330,35,39,53,55,1,26,19,1,13,35,9396
 ZB5K516-43, ZORGE safety shoes S3 SRC black 43, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,43,82,269,0,1,1,131,30,57,75,75,42,328,250,157,103,113,386,300,572,395,76,32,130,229,359,398,173,67,7,16,47,16,567,282,211,333,662,303,180,247,219,250,177,326,152,170,113,51,9207
 ZB5K233-L, ROSSEL warning T-shirt yellow L (52), A, BODY PROTECTION, WARNING CLOTHING, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,102,12,23,5,1,6,9,4,99,67,183,708,539,117,77,23,33,39,37,14,294,130,1225,952,62,87,36,129,15,2,226,102,469,545,1246,544,651,173,54,9051
 ZB5K012, SAUER safety glasses clear/blue uni, N, EYE AND FACE PROTECTION, GLASSES, SAUER PROTECTIVE GLASSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,3003,2101,2728,32,8941
ZB5K410-XL, VILS cotton T-shirt graphite XL (54), B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,124,150,0,2,0,0,15,0,0,0,0,0,0,0,0,34,135,145,108,7,264,115,212,247,250,252,275,304,331,193,78,311,443,63,22,6,6,6,0,0,0,546,207,140,199,459,927,1054,675,447,128,8880
 ZB5K231-3XL, ORLA warning vest yellow 3XL (58), B, BODY PROTECTION, WARNING CLOTHING, VEST,5,7,270,76,78,50,69,44,42,104,60,15,33,47,36,23,140,149,64,42,142,35,28,23,41,36,115,57,16,144,75,62,800,362,83,443,102,266,618,301,125,517,260,60,234,432,365,87,73,35,519,108,397,138,37,192,2,8685
 ZB5K760-10," VECHTE ribbed protective gloves, nitrile coated, green/gray 10", N, HAND PROTECTION, GLOVES, COATED NITRILE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601,2723,1616,587,682,12,8220
 ZB5K233-XL, ROSSEL warning T-shirt yellow XL (54), A, BODY PROTECTION, WARNING CLOTHING, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,99,14,21,1,1,6,9,0,94,90,168,691,538,129,74,26,30,41,11,18,288,167,1033,828,365,68,51,49,19,53,119,69,418,377,753,460,701,128,41,8060
 ZB5K516-42, ZORGE safety shoes S3 SRC black 42, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,37,67,234,0,1,11,103,37,61,57,51,30,312,252,143,57,84,311,271,572,92,143,55,87,219,256,298,253,82,9,15,0,35,386,353,152,336,627,261,187,221,199,213,159,271,119,81,87,29,7920
 ZB5K439-2XL, MURG sweatpants black 2XL (56), A, BODY PROTECTION, CLOTHES, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,73,42,116,264,39,426,101,12,227,105,247,64,42,95,349,340,372,152,143,373,418,185,154,96,190,57,245,507,476,181,291,260,311,325,158,116,14,178,15,7779
 ZB5K506-43, ZORGE safety shoes S3 SRC black 43, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,18,62,80,13,23,76,135,44,179,151,111,49,91,177,151,44,25,202,216,456,252,98,84,198,386,527,60,16,60,14,160,349,191,246,113,110,158,283,109,26,208,83,260,186,165,680,104,143,30,7601
 ZB5K750-10-W, RODER latex-coated protective gloves red/black 10-WSCHÓD, N, HAND PROTECTION, GLOVES, LATEX COATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6174,608,557,0,7339
 ZB5K425-L," VILS cotton T-shirt, gray melange L (52)", B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,55,771,129,172,355,129,321,78,108,101,40,96,54,6,74,4,2,5,0,1,0,1,48,150,199,1474,690,574,590,659,214,66,7184
 ZB5K516-44, ZORGE safety shoes S3 SRC black 44, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,32,73,103,16,77,25,84,13,40,57,63,22,186,222,119,85,54,300,277,373,364,70,12,67,194,225,285,63,216,67,60,151,81,295,168,118,179,489,172,275,77,171,245,153,139,51,60,87,14,6770
 ZB5K183, PRIM protective helmet yellow uni, B, HEAD PROTECTION, PROTECTIVE HELMET,PRIM PROTECTIVE HELMET,46,192,18,146,89,35,99,63,101,144,146,110,97,54,277,132,284,118,142,37,136,53,41,34,41,69,164,90,138,56,118,73,151,161,7,8,111,124,226,326,5,1,8,325,179,440,46,40,117,220,186,15,130,61,270,215,1,6717
 ZB5K425-XL, VILS cotton T-shirt gray melange XL (54), B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,29,398,54,145,297,91,145,105,168,27,37,42,50,20,176,230,222,122,62,11,63,111,232,85,163,790,748,431,596,603,174,71,6508
 ZB5K506-42, ZORGE safety shoes S3 SRC black 42, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,8,43,67,15,18,96,97,33,151,81,110,39,109,154,109,68,14,77,228,322,81,108,83,176,318,577,87,22,60,13,185,219,216,206,111,103,165,227,105,32,241,69,199,213,128,419,78,118,27,6422
 ZB5K243-L, WIED insulated vest graphite L (52), A, BODY PROTECTION, CLOTHES, VEST,0,0,0,0,0,0,0,0,0,103,66,112,15,22,7,4,11,8,4,4,40,80,90,112,153,457,328,39,29,8,90,99,236,384,413,315,18,0,8,13,1,0,59,95,553,443,831,586,168,112,77,19,26,15,22,55,2,6332
 ZB5K750-9-W, RODER latex-coated protective gloves red/black 9 EAST, N, HAND PROTECTION, GLOVES, LATEX COATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6121,32,1,0,6154
 ZB5K233-M, ROSSEL warning T-shirt yellow M (50), A, BODY PROTECTION, WARNING CLOTHING, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,89,7,19,0,0,0,1,0,81,53,139,398,333,118,94,20,14,36,8,22,190,95,983,198,77,66,39,84,6,11,206,104,402,352,687,410,467,132,36,5987
 ZB5K479, ALF white uni baseball cap, C, BODY PROTECTION, CLOTHING ACCESSORIES, HAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,184,56,128,73,25,13,30,22,37,97,146,151,200,372,494,84,391,7,70,118,183,165,44,122,253,371,250,78,346,39,20,18,29,33,74,40,398,686,11,67,18,5968
 ZB5K412-L, VILS cotton T-shirt blue L (52), B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,64,171,26,4,0,1,1,0,0,0,0,0,0,0,0,8,1,2,6,29,89,82,615,312,142,145,111,83,47,64,26,170,70,527,6,20,11,0,0,1,1,113,57,80,1159,383,398,281,398,214,35,5953
 ZB5K505-43, BARTEN safety shoes S1 SRC black 43, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,105,0,90,1,55,91,99,48,21,53,91,50,44,143,110,112,76,105,90,73,90,80,47,138,263,173,108,124,146,142,170,102,40,70,207,179,186,95,18,176,102,105,137,89,42,131,88,239,250,236,149,149,150,29,5906
 ZB5K384-L, PASADER fleece sweatshirt black L (52), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,54,39,16,112,89,172,744,11,0,4,181,6,18,154,34,11,297,142,261,583,913,631,371,181,236,84,108,161,70,85,32,5856
 ZB5K279-1-L, EDGAR II protective pants graphite L (52), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,110,211,289,413,291,103,4,19,4,177,363,186,376,213,157,117,41,324,180,174,227,195,112,220,198,324,332,212,42,106,106,13,5854
 ZB5K410-M, VILS graphite cotton T-shirt M (50), B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,117,16,0,2,0,0,0,0,0,0,0,0,0,0,0,50,42,76,96,7,165,104,106,126,239,199,428,367,195,228,8,11,178,23,12,7,1,0,4,2,0,381,266,97,179,241,273,539,536,387,53,5763
 ZB5K392-XL-2XL,OSTE thermal T-shirt graphite XL-2XL, A, BODY PROTECTION, CLOTHES, THERMAL UNDERWEAR,0,0,0,0,0,0,0,0,87,138,126,89,32,6,43,9,15,0,4,36,23,160,168,236,145,111,41,15,18,13,2,161,269,322,115,2,14,1,0,0,5,4,0,209,725,1026,585,110,208,146,132,0,19,2,37,63,69,5745
 ZB5K243-XL, WIED graphite insulated vest XL (54), A, BODY PROTECTION, CLOTHES, VEST,0,0,0,0,0,0,0,0,0,97,51,103,12,19,7,5,6,5,1,6,33,78,89,98,420,226,234,25,15,1,68,96,232,380,439,329,109,13,6,13,12,0,69,68,605,388,559,312,124,108,110,15,32,14,11,53,2,5696
 ZB5K750-9, RODER latex-coated protective gloves red/black 9, N, HAND PROTECTION, GLOVES, LATEX COATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,5511,2,1,11,0,2,5609
 ZB5K412-XL, VILS cotton T-shirt blue XL (54), B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,64,186,12,0,0,0,9,0,0,0,0,0,0,0,0,2,5,7,7,40,108,77,524,282,172,111,166,111,56,23,22,205,55,565,11,12,9,5,2,1,1,35,110,54,1206,117,274,388,323,208,39,5605
 ZB5K750-10, RODER latex-coated protective gloves red/black 10, N, HAND PROTECTION, GLOVES, LATEX COATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,5511,0,1,0,0,0,5594
 ZB5K393-XL-2XL, SIEG thermal long johns graphite XL-2XL, A, BODY PROTECTION, CLOTHES, THERMAL UNDERWEAR,0,0,0,0,0,0,0,0,70,124,124,90,23,15,30,1,0,4,4,34,34,153,156,281,184,90,46,13,15,14,4,147,241,358,78,1,9,4,0,0,7,0,0,234,792,1083,346,158,180,105,121,19,14,2,40,70,69,5588
 ZB5K427-L," VILS cotton T-shirt, navy blue L (52)", B, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,42,82,145,166,181,260,130,232,101,198,8,29,84,18,1,0,0,0,0,0,160,139,255,191,702,658,418,646,493,69,5416
 ZB5K392-ML, OSTE graphite thermal shirt ML, A, BODY PROTECTION, CLOTHES, THERMAL UNDERWEAR,0,0,0,0,0,0,0,0,92,172,139,83,25,1,77,13,18,4,16,48,23,160,234,247,193,135,40,15,12,9,4,147,218,228,21,4,6,4,0,0,4,2,0,236,703,985,402,53,110,113,140,1,19,1,33,92,48,5331
 ZB5K751-10, RODER latex-coated protective gloves red/black (12 pairs/pack) 10, N, HAND PROTECTION, GLOVES, LATEX COATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,2055,688,965,509,415,59,5298
 ZB5K383-L, PASADER fleece sweatshirt navy blue L (52), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,167,64,101,95,41,152,245,88,25,63,185,8,16,47,34,11,29,146,586,495,680,381,225,146,190,166,398,26,99,222,55,5229
 ZB5K505-42, BARTEN safety shoes S1 SRC black 42, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,70,0,70,0,32,99,91,40,29,49,88,40,35,99,118,102,62,83,78,70,62,41,41,96,227,128,112,106,106,140,125,94,61,61,218,152,144,193,111,80,50,91,75,95,64,110,87,246,166,199,178,137,104,27,5183
 ZB5K506-44, ZORGE safety shoes S3 SRC black 44, A, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,9,40,14,8,23,78,101,37,77,118,92,35,98,154,91,69,15,101,235,181,117,156,121,163,266,546,96,40,25,13,119,129,144,357,74,73,94,204,50,20,135,77,76,88,87,194,77,49,16,5182
 ZB5K393-ML, SIEG thermal long johns graphite ML, A, BODY PROTECTION, CLOTHES, THERMAL UNDERWEAR,0,0,0,0,0,0,0,0,69,150,142,83,28,2,76,1,5,5,13,44,36,136,238,317,208,128,32,9,11,12,2,145,199,250,18,6,9,0,0,0,4,0,0,259,725,1018,293,78,88,91,115,4,13,1,33,53,49,5195
 ZB5K471," ENZ knitted hat, blue uni", C, BODY PROTECTION, CLOTHING ACCESSORIES, HAT,0,0,0,0,0,0,0,0,49,171,90,362,74,6,2,0,32,4,34,0,22,153,314,92,96,40,4,6,7,1,11,51,289,388,420,689,90,46,22,5,7,1,0,35,415,218,324,404,97,23,25,4,5,4,5,89,2,5225
 ZB5K439-S,MURG sweatpants black S (48), A, BODY PROTECTION, CLOTHES, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,54,21,80,27,0,263,83,18,205,70,94,82,33,85,176,266,191,140,109,256,248,179,116,95,74,48,174,331,307,150,161,126,150,232,103,108,26,161,18,5078
 ZB5K384-XL, PASADER fleece sweatshirt black XL (54), A, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,59,22,20,138,80,156,881,56,1,1,2,0,2,171,33,8,147,115,247,490,746,402,394,216,208,101,94,71,43,49,48,5063
 ZB5K413-XL, VILS cotton T-shirt white XL (54), C, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,0,12,68,11,215,14,1,1,0,0,0,0,0,0,0,0,9,46,30,1,7,12,41,46,68,190,139,81,138,26,13,44,8,73,663,422,381,241,9,2,0,1,4,6,0,90,6,1732,96,29,27,15,5018
