Index,Name,Z_Classification,Subgroup_2,Subgroup_3,Subgroup_4,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,total amount
 ZB5K248-3XL, TANGER rain jacket navy blue/blue 3XL (58), C, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,8,0,19,12,5,4,7,16,7,11,7,19,0,6,0,1,4,2,2,0,5,11,1,2,0,2,2,7,202
 ZB5K242-3XL, MOZEL insulated jacket graphite 3XL (58), B, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,13,48,59,0,1,2,2,1,7,0,0,21,212
 ZB5K249-2XL, HEINER rain jacket dark gray/green 2XL (56), C, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,6,6,29,13,11,8,2,8,2,1,22,5,6,1,14,13,12,2,7,0,4,7,4,2,1,0,1,7,223
 ZB5K276-1-3XL, EDGAR II protective trousers dark beige 3XL (58), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,9,6,9,11,14,7,7,1,13,8,1,0,20,6,14,1,4,2,0,0,5,2,12,9,7,5,0,8,0,195
 ZB5K764-11, FILS protective gloves 3/4 foam nitrile coated blue/gray/black 11, N, HAND PROTECTION, GLOVES, COATED NITRILE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,98,81,193
 ZB5K359-S, RUWER protective sweatshirt dark green S (48), D, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE SWEATSHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,6,12,13,0,1,0,0,2,1,0,1,9,4,14,64,4,0,2,0,0,1,0,0,12,1,0,2,2,2,1,25,0,0,0,0,2,0,6,0,202
 ZB5K395-XL-2XL," ZEVEN Thermal long johns, dark gray, gray XL/2XL", N, BODY PROTECTION, CLOTHES, THERMAL UNDERWEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,6,192
 ZB5K394-XL-2XL," ZEVEN Thermal T-shirt, dark gray, gray XL/2XL", N, BODY PROTECTION, CLOTHES, THERMAL UNDERWEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,7,192
 ZB5K337-S, TRAUN warning softshell trousers yellow S (48), B, BODY PROTECTION, WARNING CLOTHING, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,1,2,2,0,0,0,0,9,4,12,13,9,4,0,7,2,1,2,1,2,35,15,15,12,11,9,1,1,2,1,1,2,1,197
 ZB5K394-ML," ZEVEN Thermal T-shirt, dark gray, gray M/L", N, BODY PROTECTION, CLOTHES, THERMAL UNDERWEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,6,191
 ZB5K395-ML, ZEVEN Thermal long johns dark gray gray M/L, N, BODY PROTECTION, CLOTHES, THERMAL UNDERWEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,6,191
ZB5K901-2XL, NIERS sweatshirt black 2XL (56), N, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,47,32,8,190
 ZB5K521-46, HOSEL SB SRA safety shoes navy blue/blue 46, B, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,4,14,4,25,6,4,7,8,0,6,2,1,2,5,7,22,6,1,9,4,5,13,5,0,6,4,2,187
 ZB5K245-S, REMS insulated warning vest yellow S (48), B, BODY PROTECTION, WARNING CLOTHING, VEST,0,0,0,0,0,0,0,0,0,4,1,6,0,0,2,0,2,2,0,1,27,8,4,5,6,2,7,0,0,1,0,1,15,4,4,0,6,1,0,1,5,1,0,0,2,18,25,7,15,4,2,0,1,0,0,0,0,190
 ZB5K367-3XL, WERSE warning overalls yellow 3XL (58), B, BODY PROTECTION, WARNING CLOTHING, Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,8,1,1,2,5,4,0,4,9,4,14,8,1,2,0,29,9,2,1,4,21,9,9,14,1,2,7,0,186
 ZB5K568-46, EFZE safety shoes S5 SRA black 46, B, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,14,6,7,6,0,13,14,19,4,1,1,1,4,7,18,15,2,2,7,7,28,0,1,1,7,1,194
 ZB5K278-2-L, EDGAR II protective overalls graphite L (52), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,13,27,48,6,185
 ZB5K812-M," TAUBER 4-way stretch protective trousers, dark gray M", N, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,56,59,18,180
 ZB5K802-1-M, LEMBERG protective trousers dark gray M (50), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,42,51,76,1,178
 ZB5K900-S, NISTER technical sweatshirt gray melange/blue S, N, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,37,21,21,37,4,174
 ZB5K521-40, HOSEL SB SRA safety shoes navy blue/blue 40, B, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,0,1,2,20,7,1,4,2,0,23,1,6,6,7,19,13,4,0,4,7,2,5,4,14,5,0,2,177
 ZB5K814-L,"WURNITZ elastic protective sweatshirt, dark gray L", N, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE SWEATSHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,68,26,2,173
 ZB5K814-M, WURNITZ elastic protective sweatshirt dark gray M, N, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE SWEATSHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,66,18,0,168
 ZB5K801-1-XL, LEMBERG protective overalls dark gray XL (54), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,83,39,2,167
 ZB5K801-1-L, LEMBERG protective overalls dark gray L (52), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,81,46,5,163
 ZB5K809-3XL, WURNITZ elastic protective trousers dark gray 3XL (58), N, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,81,20,11,161
 ZB5K805-1-M, KALMIT protective trousers light gray M (50), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,23,55,13,8,161
 ZB5K802-1-2XL, LEMBERG protective trousers dark gray 2XL (56), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,40,2,113,1,161
 ZB5K367-S, WERSE warning overalls yellow S (48), B, BODY PROTECTION, WARNING CLOTHING, Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,1,7,0,2,5,8,7,1,5,12,2,15,8,0,2,0,30,4,5,0,1,7,8,9,11,0,0,4,0,166
 ZB5K259-XL, ARGEN warning softshell jacket orange XL (54), C, BODY PROTECTION, WARNING CLOTHING, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,2,0,4,2,22,6,43,48,0,7,2,161
 ZB5K310-S, FABIAN protective sweatshirt light gray S (48), D, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE SWEATSHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,12,27,0,0,0,23,0,0,0,7,35,6,1,2,0,1,0,4,0,0,12,2,2,18,5,4,0,0,1,180
 ZB5K310-4XL, FABIAN protective sweatshirt light gray 4XL (60), D, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE SWEATSHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,27,0,0,1,47,0,0,0,7,26,7,4,2,6,1,0,2,0,0,9,0,0,9,2,2,0,1,2,177
 ZB5K379-3XL, NIERS sweatshirt gray melange 3XL (58), B, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,23,2,9,16,26,36,7,2,2,2,1,152
 ZB5K331-S, OKER insulated warning jacket orange S (48), B, BODY PROTECTION, WARNING CLOTHING, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,4,1,2,0,0,0,0,22,7,14,8,5,2,0,12,1,0,0,0,0,4,13,9,13,4,11,1,1,4,4,0,1,1,0,168
 ZB5K401-2XL, SEEVE polyester T-shirt white 2XL (56), D, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,23,0,0,8,0,1,2,0,1,0,0,1,0,2,0,0,0,0,5,6,0,2,0,6,6,4,12,2,0,0,5,6,0,21,1,6,0,12,0,0,8,1,1,12,0,1,2,5,2,0,0,0,165
 ZB5K568-40, EFZE safety shoes S5 SRA black 40, B, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,4,5,6,1,13,1,5,5,4,2,1,6,7,7,14,2,1,9,12,28,0,1,13,6,1,161
 ZB5K800-1-XL, LEMBERG protective sweatshirt dark gray XL (54), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE SWEATSHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,29,0,110,4,147
 ZB5K950-S, JURAL Warning T-shirt (polycotton) yellow S, N, BODY PROTECTION, WARNING CLOTHING, T-SHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,68,35,27,4,2,151
 ZB5K800-1-2XL, LEMBERG protective sweatshirt dark gray 2XL (56), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE SWEATSHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,23,81,1,146
 ZB5K341-2XL, NIMS warning rain jacket orange 2XL (56), C, BODY PROTECTION, WARNING CLOTHING, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,2,4,13,6,4,21,2,4,7,1,11,12,2,0,5,4,8,9,1,0,5,7,6,2,0,2,1,0,158
 ZB5K259-L, ARGEN warning softshell jacket orange L (52), C, BODY PROTECTION, WARNING CLOTHING, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,2,0,5,5,30,6,27,34,1,11,2,145
 ZB5K338-S,TRAUN warning softshell trousers orange S (48), C, BODY PROTECTION, WARNING CLOTHING, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,2,0,0,0,0,7,1,6,8,11,0,2,4,0,0,0,0,0,21,5,27,12,6,20,6,0,0,0,2,0,1,147
 ZB5K574-46, WARNOW safety shoes RIPSTOP S1PL SR FO black/blue 46, N, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,43,29,5,142
 ZB5K401-S, SEEVE polyester T-shirt white S (48), D, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,16,1,0,6,2,1,0,2,1,1,0,1,1,4,0,2,2,0,0,0,0,0,0,2,4,2,12,5,0,0,0,1,0,20,1,1,4,7,0,0,4,1,7,2,9,1,0,5,4,18,0,0,151
 ZB5K282-1-S," EDGAR II protective sweatshirt, dark beige S (48)", B, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE SWEATSHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,7,22,16,2,2,6,0,7,4,1,5,4,2,0,12,1,7,0,6,4,6,7,5,4,5,7,4,151
 ZB5K812-2XL," TAUBER 4-way stretch protective trousers, dark gray, 2XL", N, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,51,16,140
 ZB5K282-1-3XL, EDGAR II protective sweatshirt dark beige 3XL (58), B, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE SWEATSHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,5,5,11,25,4,11,7,2,2,2,1,2,0,0,0,2,1,1,0,4,1,1,5,6,19,6,11,2,140
 ZB5K575-43," SCHMUTTER ADVANCED S1P SRC safety shoes, gray/blue 43", N, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,49,7,139
 ZB5K346-M," LEDA warning jacket, insulated parka, orange M (50)", N, BODY PROTECTION, WARNING CLOTHING, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,60,12,5,13,4,0,0,0,2,27,0,139
 ZB5K901-S, NIERS sweatshirt black S (48), N, BODY PROTECTION, CLOTHES, HOODIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,48,36,0,133
 ZB5K341-M, NIMS warning rain jacket orange M (50), C, BODY PROTECTION, WARNING CLOTHING, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,2,2,12,5,6,5,0,0,6,0,8,9,2,1,5,13,13,2,0,1,7,11,2,1,0,2,4,1,140
 ZB5K800-1-L, LEMBERG protective sweatshirt dark gray L (52), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE SWEATSHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27,12,84,5,130
 ZB5K259-2XL, ARGEN warning softshell jacket orange 2XL (56), C, BODY PROTECTION, WARNING CLOTHING, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,2,0,4,4,27,5,36,30,0,1,2,129
 ZB5K338-2XL, TRAUN warning softshell trousers orange 2XL (56), C, BODY PROTECTION, WARNING CLOTHING, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,4,0,2,0,0,0,0,6,2,9,6,4,0,5,0,0,0,0,0,2,19,6,20,9,0,2,4,11,1,0,1,0,1,129
 ZB5K575-44," SCHMUTTER ADVANCED S1P SRC safety shoes, gray/blue 44", N, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,5,124
 ZB5K355-1-XL, EMS protective trousers jeans blue XL (54), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,8,70,0,124
 ZB5K575-42," SCHMUTTER ADVANCED S1P SRC safety shoes, gray/blue 42", N, LEG PROTECTION, SAFE SHOES, SHOES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,39,6,122
 ZB5K814-XL, WURNITZ elastic protective sweatshirt dark gray XL, N, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE SWEATSHIRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,54,23,2,122
 ZB5K755-9-W, GLAN nitrile-coated protective gloves white/gray (12 pairs/pack) 9 EAST, N, HAND PROTECTION, GLOVES, COATED NITRILE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,0,1,122
 ZB5K401-3XL,SEEVE polyester T-shirt white 3XL (58), D, BODY PROTECTION, CLOTHES, T-SHIRT,0,0,0,0,0,20,0,0,6,2,0,0,0,1,0,0,0,0,5,0,0,0,0,0,4,0,0,4,0,4,2,13,0,0,1,4,1,0,21,0,6,0,0,0,0,0,1,1,2,0,2,0,2,1,28,0,0,131
 ZB5K802-1-S, LEMBERG protective trousers dark gray S (48), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,25,84,2,121
 ZB5K342-XL, VOLME warning rain overalls yellow XL (54), C, BODY PROTECTION, WARNING CLOTHING, Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,8,2,0,11,2,5,20,1,2,1,2,9,2,1,0,2,2,15,0,2,1,6,1,1,0,0,0,11,5,129
 ZB5K801-1-M, LEMBERG protective overalls dark gray M (50), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,46,29,6,118
 ZB5K755-10-W, GLAN nitrile-coated protective gloves white/gray (12 pairs/pack) 10 EAST, N, HAND PROTECTION, GLOVES, COATED NITRILE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,70,0,1,118
 ZB5K342-L, VOLME warning rain overalls yellow L (52), C, BODY PROTECTION, WARNING CLOTHING, Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,7,5,1,12,1,7,5,0,2,2,0,11,4,0,0,5,2,18,0,1,0,6,2,2,6,1,2,7,6,130
 ZB5K249-S, HEINER rain jacket dark gray/green S (48), C, BODY PROTECTION, CLOTHES, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,1,2,15,1,0,6,0,7,6,1,19,2,6,1,11,1,2,0,8,0,1,4,2,0,1,4,0,5,130
 ZB5K334-S, JADE insulated warning trousers yellow S (48), C, BODY PROTECTION, WARNING CLOTHING, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,6,1,15,4,2,2,1,0,0,0,18,0,119
 ZB5K278-2-M, EDGAR II protective overalls graphite M (50), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,25,25,7,116
 ZB5K344-XL, ABENS warning rain pants yellow XL (54), C, BODY PROTECTION, WARNING CLOTHING, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,2,5,0,12,2,6,0,1,1,2,2,14,19,0,0,5,2,15,5,0,2,6,2,2,1,1,0,0,6,132
 ZB5K344-L, ABENS warning rain pants yellow L (52), C, BODY PROTECTION, WARNING CLOTHING, PANTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,6,0,11,1,6,1,0,0,2,1,8,14,0,0,6,13,15,2,0,0,5,4,4,5,1,1,2,6,130
 ZB5K333-L, AICH insulated warning overalls orange L (52), C, BODY PROTECTION, WARNING CLOTHING, Dungarees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,40,13,0,4,1,0,0,0,0,2,0,112
 ZB5K365-3XL, NEKAR protective pants navy blue 3XL (58), A, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,6,2,0,0,2,1,4,0,4,0,4,4,7,5,0,4,6,4,4,2,9,4,19,5,1,4,4,0,2,111
 ZB5K346-L," LEDA warning jacket, insulated parka, orange L (52)", N, BODY PROTECTION, WARNING CLOTHING, JACKET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,25,15,5,12,2,0,0,0,1,14,1,113
 ZB5K812-S," TAUBER 4-way stretch protective trousers, dark gray S", N, BODY PROTECTION, PROTECTIVE CLOTHING, PROTECTIVE TROUSERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,29,11,110
